id_dia,dias_da_semana
5100140178569358,sab
5610930578402692462,dom
201972199674612,dom
5472005383693832,qui
3537575826968718,qua
3565914427721819,seg
3543500764739691,sex
30445998709365,dom
5100136311252142,ter
30044209341645,sex
5108752353071331,ter
675923928586023215,sab
3540448027999277,ter
3538969616555471,qua
36242132443215,qua
3546666888003194,qui
491110720448433046,seg
3541491627314322,ter
3537351588794936,ter
35558315,seg
5100131690221081,ter
3539313634740386,dom
3579599823306507,sab
6759099484741328747,ter
56109515,sab
35315715,qui
3576864565905632,qua
3546909486147991,ter
5602251187691634918,sex
347749922349885,ter
3585261728021366,sab
30311988079260,sab
4936991691566837512,seg
3537157704352123,dom
4917383616963017,dom
3535506046219592,ter
6767663332766710662,seg
3578155492362684,seg
40179615,qui
4041592063243231,dom
4244408040582,sex
3580509901862427,sex
40267615,sex
4905205968487515,qua
3558977597859817,qui
502098161268046487,qui
5100175109004661,qua
3568861254919783,ter
3582336419223555,sab
3579338847017885,dom
5893966071519899492,ter
3582349011038289,qua
3528901834058535,qua
3528951644415193,sab
5477606758819871,sab
346364774941929,qui
3589009388358552,dom
5602239306045514,ter
3551107636147969,qua
503838259690271435,sab
3580689355640295,sex
5100131621647149,qua
3582744866703658,sex
5464379351801796,dom
4026502326835615,sab
3538097912282879,qui
3550328107424445,ter
3577799861602765,sex
5100176109340113,qui
3582249317509324,sex
3530383758389806,seg
3568633489125498,qui
3540369696029354,qua
3583704473810477,sex
30331515530817,seg
67610019635128987,seg
4342718092960,qui
3579463400021296,sab
3579226531217665,seg
5893443349870056,sab
201462070720940,dom
3589610938734695,qua
5602219718453095657,seg
5602251878101104,sab
4041591616021896,sab
3567407636913119,ter
6771556928930028,ter
5602258901443858,sab
54374115,seg
3574481450895158,sex
3561254216257483,qua
3566544487447218,sex
374622136823415,ter
3574646926170275,sab
36688517867123,seg
6709901781778626387,qua
51001415,sab
372301517773737,qui
3544577609388487,qua
6761068468072254,dom
06040887004856299,sab
4405359852711632,dom
3575043382902921,seg
30548207256290,qui
5100136618076996,sex
3560753046138707,dom
6390446539336099,sab
3549715333600596,sab
201953253106006,seg
4911592151172224,sab
201907347764857,qua
51001815,qui
3532549774037243,dom
201436349719222,dom
56022168392229762,ter
35699215,ter
374622117889039,qua
4508777020808178,dom
5180328347786242,qua
3548066581716978,sab
30044901905291,sex
35591115,seg
3564741421323461,seg
6392146796821951,seg
3571737378463541,qui
3562415,seg
337941389521062,ter
3542738594884326,qua
5602259741784016474,sab
5100136420129249,qui
3577877997806763,ter
40260415,seg
35305615,sex
30053106896296,dom
4175006538571421,dom
5893325640209188311,dom
30020075924813,sab
670698460906256345,qui
3580656322357246,sab
67594240984525116,seg
5002359720016994,dom
4041379802101,qua
4905284790591638,ter
5602228090877182,ter
4041371845389,ter
201602519141162,seg
35767815,dom
3530851636698796,qua
3583374304547571,qua
3558510156009571,dom
3569690064944478,sex
35557615,dom
3571681887883957,ter
3574673533308924,ter
5602235465434721,dom
3558240127843144,qua
4026297372164727,ter
36581690007056,dom
3532685817185225,sex
30455314536335,ter
3545400812838173,ter
501810010648487268,dom
30152151511584,qui
06049577024382191,sab
30076131183976,seg
4405188551558667,qui
5048372469635094,qua
5257595125356707,sab
6331100845885644,seg
3570082911186072,seg
675989087171252803,qui
5038719393577305978,ter
3529288622620653,ter
5048372442748014,sab
337941355539205,seg
4041374771988,sab
372301341983569,seg
630466240111178110,qua
3543830666146335,qui
3543563869585823,qua
30077853232223,ter
3544147635636752,ter
35432415,dom
3536192851576308,qui
3552757286219044,seg
6395655688345975,ter
36971292652542,ter
3544012323017642,qui
35545715,sab
6387565121429742,seg
561066293453556758,sab
3583963520297126,sex
4026663357791679,seg
3547033671099567,qua
201733089887908,dom
3540681417581442,seg
5038569937255828817,dom
6759296894218179277,dom
5002359279761362,qua
4905277012138022,seg
6333832383829868044,ter
5100144302999861,qui
374283746425172,qua
337941387870198,dom
3557062517638343,sab
372301719426423,sex
50023615,sab
3540641502828264,dom
676345693087213271,qua
564182346236551620,sab
3563253219804315,sab
3553583919248997,seg
4175007255090116,sab
5300891624064356,qui
3584309551191771,qui
3566177726393487,qua
5602212429208145,sab
30181734233838,ter
3551867744624924,seg
346633781987467,dom
3534744784904759,seg
67097115,sab
3528374960505358,seg
4508328531625766,dom
201908961343523,dom
3537458213782887,dom
3541244955402064,dom
3559286704843279,seg
4508212688379197,ter
3572408174923406,sex
3584019719143271,sex
3569415903142989,ter
3560377747818472,qua
201553305905684,ter
4911696059385670434,sab
3578759446929413,seg
3543935324490486,sex
6304994570859543787,qui
3582928268031095,qui
36209940057552,dom
5010127180116566,seg
675977989221503743,sex
4936365383379052,sab
6333664708411394665,sex
5602245420679567,ter
501873952102908467,seg
3588761982523863,seg
5893090552914574,sex
4913369871849318,qui
374288451291594,seg
35551515,qui
30275720066275,sab
3548471207220928,qua
3537314449023457,qua
6304844105894571,dom
5602237703387059,sab
3553147278118371,qua
3558320994877886,dom
501871492834856090,sab
5602231653929721,sab
3558082368786255,sex
4175009361481858,ter
5893857299516987372,qua
3586191636641212,qua
3564737312491391,qua
337941678576785,seg
201461837231100,sex
5007663191047155,qui
30515429847206,seg
5162420637082788,sex
5610115,sab
5542610097916498,ter
5610068938635776,seg
5038116154753552232,sex
4936318671475832305,qui
6375329445355008,sex
3579854106347821,seg
6759255734050321,qua
201813273989932,dom
6761969347655001654,sab
3546618838087249,seg
5557107489868892,seg
3530781787813425,sab
201927534557575,sex
30348829826012,ter
374288274093722,sex
5893067992524841,dom
30175401510239,seg
3552844514544474,sex
3535364539433993,sab
5243031696304667,ter
5100133263615988,dom
63041113644949133,sab
3579459093742305,sex
5435650686678935,seg
604765117705820,dom
3556278696596992,qui
3573922860579941,sex
3556845904210366,sex
50101215,qui
35477815,seg
3571523818359097,sex
5602253335365173,ter
36670914726243,sex
493615558577570287,seg
3569538666395575,seg
561013784279946870,seg
3546318197168553,dom
3562223618502944,qua
3543266111416496,sab
3581854102915908,sex
4917895849800294,sex
3568458963614324,seg
564182253882881048,ter
3563768330846192,sab
201671399175681,qua
3587402872298925,seg
35884615,qua
3566467771317162,ter
3582515523345731,dom
3542021191694145,dom
3534524930961634,sex
5100147906463051,qui
3548598800793131,sab
4026157481946143,sex
3576522807612925,seg
5599938484181067,seg
4405957026165013,sab
4844226784735998,sex
5337712790089349,seg
5602255750542561881,dom
354615,sex
5144748622303063,qua
3560928785708171,sex
5048378942766968,qui
35579315,sab
3557385193149925,sab
3539841974253016,ter
3532507768191624,ter
3575110653775029,seg
51001715,qua
3587777456405255,sab
3578414375285391,seg
4844499637468576,dom
3547298847567694,sex
3530901604124968,dom
201538750730216,ter
6759974725119677,qui
3551909196470495,sex
3578244772321782,ter
3574867999887112,qua
6763246285669170670,seg
30135562884062,dom
6381194029729826,sab
3579210609286539,dom
5038200038070661,sex
6767002092354120522,qui
3568775303402809,ter
5602234623713037179,qua
4405932038759756,dom
201405390589743,sex
35685515,dom
3555031884392299,dom
3577818090309487,ter
3557143659477698,qua
3579433198831784,qua
3535501991858312,ter
5294661880483584,dom
5436609585084248,seg
5602259250391508,qua
5242061709311632,seg
3542441799429936,sab
560221242530059934,sab
3585804579028988,qui
3564519612933961,sab
4175005235360336,sab
3531780587015495,seg
3586331092935852,seg
6389546939478764,ter
3567451966603379,sab
35551415,dom
3582505056832973,qua
6395729999194933,qua
6384684605223118,ter
6759313790544623633,qua
56022215,seg
5112074386071921,qui
30519092182990,seg
3589035147753395,qua
30151644820271,qua
4844936263641513,ter
6763597493264596910,qui
5610999141019228,sab
201605664537126,seg
4903051997095252082,sex
5602249698705914,ter
5602248261071159,dom
670605259874923601,sab
201887966441690,dom
36744216789041,seg
337941286342232,seg
3571341673824331,sex
3533539141178951,seg
502043634555901636,sab
30044093392977,sex
3535414029754497,sab
6333186208446843256,dom
3545146887422837,ter
40266915,ter
5602250345590923,sab
5602217878555799507,qui
5010124187981837,sex
3552778759742304,dom
201552407618195,qui
5437180461273981,ter
06042395669013329,qua
3529719831644308,ter
560222877387527548,ter
6371165435958102,sex
67710127086708402,qui
6397271080774719,ter
4041598381762,ter
3585228644427191,sab
4880903704592,qui
374283314748898,qua
3551396946139143,sex
5524708830373852,sab
4041375278868,qui
5280019139550511,seg
67717629885182658,qua
3560311553762185,sex
670966367794172556,qui
3575759680554177,dom
5561234597695068,qua
3530340538601934,seg
344696033955774,ter
5108754343634046,qua
3571530660121418,qua
3562578565155222,qua
4905991473195251,qui
4405306678223664,sex
6767974991623971686,ter
30582137765054,sex
491113587615432185,dom
6709490940251181024,qua
5100175167814118,seg
67712245782792773,qui
201777798225017,sab
201721431368826,qua
677125715926959907,qui
3574868521578013,ter
6391388632090059,seg
493644817408563845,sex
3567194747937357,ter
30158370071722,qui
3573548268964615,sex
3574366189799963,sab
6395531955001908,sab
50201003459154254,dom
36978726002541,sab
5048377076905384,seg
6304934765789441,dom
3540930004920871,qui
3588792473738504,sab
4917725970893091,ter
3562281574426599,sex
5100138711596847,dom
3545906953752957,qua
4844169621892319,seg
35894115,qui
5247258870361827,sab
4917113433859159,sab
3555973210879186,sab
53076815,sex
5641821684747241812,qui
3568211196849237,sab
3545599791685909,qui
3537035534973088,qua
3585761876187141,sab
4508724652264858,sex
675993775189988236,ter
5610204849125835,dom
5602231214737953113,ter
56022515,qui
67624034503421376,sab
670680322143542442,seg
55703815,sex
5602222293161825,seg
4017958830200,qua
3548121111754013,qua
30028182289657,dom
5457264265673177,sab
201729573332104,seg
35576315,qui
3571138793815912,ter
374622571422640,qui
30472066078382,sab
6334010612652779353,sab
3536057140756054,sab
3563298035801995,seg
3565393618916241,seg
55912115,qui
5407355387849991,qui
6304348894400262652,qua
5602234485389391532,qui
4844091782624143,qua
3555097662694388,sab
3547329020861487,seg
5048376500504334,dom
6771648501376005752,ter
3555200111933312,qua
3557864962160909,qui
35732815,sex
5602246613329077,sab
6333735332154711,sab
6331108101644175,sab
63049758699339507,qua
3564326860760058,sab
3531033069030107,sex
4294530089504222,sex
3544645473928041,ter
30201032595322,dom
3555143421888737,sab
491143799966866846,sab
35589515,dom
3532660264057532,ter
5007667954575336,qua
6759694209782713,qui
5100173833558722,sex
5447169081053947,qui
5328572314441199,sex
4026549903564035,sab
63710915,seg
3550773027245885,sab
3555590915597218,qui
4041591802079,qui
4017951399672119,seg
3536001778064746,sex
5134262964405785,qua
3559214978529879,sex
35634115,dom
30371424539582,sex
5602254892237318,seg
4911852800436861,qui
3550515043797401,sex
3556218103446175,sab
3588382655548713,sex
3561989118478576,sex
3583004911389436,ter
3578933881500977,ter
3579128618169316,seg
372301588212805,seg
3534679787804525,qua
35401315,seg
3533997374590609,ter
6709154219627284,dom
4175009866762752,ter
3574252917091545,sab
6767153486958291126,dom
3559024927051622,qua
3563270773434925,ter
5284299510397197,sab
3573426360043713,seg
3565838032707782,ter
5108753388559357,sex
30244538415603,seg
3575431817043389,qui
5487084038591728,sab
6304068553212199,ter
51106515,sex
3584096936948989,qui
3551541137522934,ter
3553156358498348,dom
4912070586116792,dom
5610962088578818009,ter
201800196855803,seg
4026861214210939,qui
3534637601141425,qua
3530442781349797,qui
3570514979488586,qua
5002357924720403,dom
5471148587785912,sex
3584576794906922,sex
3539145317250279,qui
3533386188085131,qua
3574775978987052,sab
67615714072914098,qui
630426133120529804,qua
6333069529733065,seg
561034173236698037,sex
5602238416418595,qui
201432369395076,seg
374283009587718,sab
3546157626944303,qui
5108753332260656,qui
50385462252699584,sab
3529703124129656,dom
3549459314768227,seg
6709276019983472801,seg
30314064344665,dom
5403076945985663,sab
3576315,ter
676119158647813790,seg
5602245172159338573,dom
67069414875502874,dom
201616460280241,sex
3556866469197046,dom
201964873808749,qua
201646485975830,sab
5100175833520776,qui
5100141709482947,qua
3537809332735786,seg
3537615,sab
4844424444889814,dom
5241744545867062,sex
3530158563655322,seg
3546673850504449,dom
6334117798834848,seg
670676819339471290,qua
3528837213617832,qui
35306815,dom
6763549409575406598,sex
5175005442599616,sex
5602213847874245,seg
3529602656703534,seg
4041594345300243,qua
5587214810746997,qua
50380760435740869,sex
35310915,dom
560225327057830217,qua
3528334895570414,seg
3586467412969187,qui
5100170629401547,seg
201844104891294,seg
3539014774968064,seg
677183588030554123,ter
374622126268308,qui
3539475374214789,qua
5454155015652763,sex
5111885206660887,dom
3563146592188423,qui
374288104350813,sex
54369615,qua
3575180068795789,dom
35775715,ter
3574869067120491,qua
3573303605471589,dom
060497346426640711,seg
3551519501090332,qua
30222338806080,qui
5100175244258404,seg
35596815,qua
6334570272200122366,sab
4913148381061485,seg
3535340613852522,qua
3546524992005979,dom
4905284812453031,ter
560222630256739185,sab
3555589962821737,seg
35398315,seg
374283535803340,qua
67090267345803741,dom
4936115,sab
3541771043970975,dom
5610062484396313,qui
337941659917891,sex
201513705973062,seg
3558106194941121,sab
5321568419375834,sex
3542792126120402,qui
3557305535385565,qua
3535584975609125,qui
5602257445521088,dom
3560382648033098,sex
3533230192236571,qua
3555314270349747,ter
4017952543288,qui
3545215031710817,sab
374283859955825,qui
3565159191274468,ter
3578871176563005,qui
3560675724474726,sab
41750115,qui
340803931977850,qua
5007665542549771,qua
5100170249064832,qui
3539213368433747,sab
67718304471425833,sex
6304560245412112,ter
4041372470674,ter
3566098801398003,qua
3568716863339619,dom
490543631912701173,dom
3586534839430042,ter
5455992315918703,qua
30229604793678,qua
4346409139048,sex
604281969423512,seg
3537650805146774,qua
4041373597962541,seg
3577577301507715,dom
30107796720065,qua
50389418965739915,seg
3531680459014016,sab
4917646796294944,qui
5100132363986414,dom
3572638854253779,sab
491131271707524260,sab
3580192656601439,qui
30336449334160,qua
341353230959885,qui
3532880001047477,ter
3572305872747949,qua
3534432204499093,seg
30040657246021,qua
3583581402114951,qui
3569933468437321,sex
5120706159508429,qui
67061097554545690,dom
5010128822052144,ter
372301698371350,sab
3540598603663851,dom
3549679448687668,seg
201692855648797,dom
3539058519616116,qui
3553957966379311,ter
49368215,seg
3574581897551122,qua
372301085474650,dom
5602258423097836,seg
3561187445112642,dom
3567029982675405,sex
4913696103162668,sab
3544834395602922,sex
63715215,qui
5339755224057935,dom
3560402774967727,qui
3564509406521098,ter
6388945106353902,qui
5569800930943142,qui
3538637191105455,sex
3557287826768313,dom
342265235157290,sab
3557822092819778,dom
3531413483040272,ter
633379997138420755,sab
201918708161377,sab
5602257719094606178,qua
4508656873118986,sab
374283968405332,ter
6333898239162318,sex
5107099449558975,sex
4913647409895204,sab
6394314120307034,sex
30461674156995,qua
5500503196746082,sab
3584338078118165,sab
3561954728158489,seg
56022438407592029,dom
51001315,qui
0604672313923408572,dom
35814315,sex
3546907497465907,ter
5602212298886203,sab
3560868132100641,sex
3559143432489612,sab
6706120006083927,sex
30468392933274,ter
3566231661032392,sex
50076615,sex
5602220213868958,sex
3586515,qua
4913712972893562,dom
4017956166458,sab
30345492788982,seg
3553399332465872,ter
5567539783444798,qua
3535824526783197,qui
30562822878925,ter
6762521009139637235,sex
5276358471307494,dom
35403315,sex
3564326770965607,seg
4911685473681474,seg
3572650512523733,seg
5007666796784056,qui
201561265666600,dom
5020169618675872831,seg
6762250177517628816,dom
30508215400777,qua
201454006005082,sex
5567379576115903,sex
35726115,dom
4041593847975338,ter
3560859061940057,qui
5456043320857301,sex
